DWRName,DWRCode,model.name,term,estimate,std.error,statistic,p.value
North Coast,1,da.sq.mi + elev.ft + slope.pct + precip.in,precip.in,2.1242475017727425,0.2301000422252708,9.23184316364913,1.829893268521259e-12
North Coast,1,da.sq.mi + relief.ft + slope.pct + precip.in,(Intercept),1.066925657310506,0.9146286253768909,1.1665124266921538,0.24883320946259163
North Coast,1,da.sq.mi + relief.ft + slope.pct + precip.in,da.sq.mi,1.110687412561048,0.07231718746385603,15.358553775562235,9.083601559136087e-21
North Coast,1,da.sq.mi + relief.ft + slope.pct + precip.in,relief.ft,-1.1671749969777059,0.2753361351156447,-4.239091234746494,9.429231690566951e-5
North Coast,1,da.sq.mi + relief.ft + slope.pct + precip.in,slope.pct,-0.05003776285082789,0.18917074477420823,-0.26451110561811403,0.7924521716637057
North Coast,1,da.sq.mi + relief.ft + slope.pct + precip.in,precip.in,2.542794426335723,0.26050568907377264,9.760993840006421,2.9233822665940194e-13
North Coast,1,da.sq.mi + precip.in.8,(Intercept),-1.9964291362766369,0.4636661297853184,-4.305747191844704,7.220337618289024e-5
North Coast,1,da.sq.mi + precip.in.8,da.sq.mi,0.7658689046014268,0.05172767516029182,14.805786307391164,1.7831304111582033e-20
North Coast,1,da.sq.mi + precip.in.8,precip.in.8,2.2757405815623732,0.2526646249840968,9.00696162632823,2.858797066965354e-12
North Coast,1,da.sq.mi + elev.ft.8 + precip.in.8,(Intercept),0.96208612523679915,0.6314939734093022,1.5235080075945933,0.13369062351423133
North Coast,1,da.sq.mi + elev.ft.8 + precip.in.8,da.sq.mi,0.8490910891576111,0.043323530896251704,19.598843205807896,1.134507565554191e-25
North Coast,1,da.sq.mi + elev.ft.8 + precip.in.8,elev.ft.8,-0.8175380103261393,0.14220240440068863,-5.749115240151173,4.780444997555633e-7
North Coast,1,da.sq.mi + elev.ft.8 + precip.in.8,precip.in.8,2.0252161670358313,0.2041571565154712,9.919888195946532,1.371350272800099e-13
North Coast,1,da.sq.mi + relief.ft.8 + precip.in.8,(Intercept),3.170207448384791,0.9461629931889084,3.3505933662656324,0.0015076394735359458
North Coast,1,da.sq.mi + relief.ft.8 + precip.in.8,da.sq.mi,0.8282018499812678,0.041743728918290195,19.840150160097163,6.463233069075768e-26
North Coast,1,da.sq.mi + relief.ft.8 + precip.in.8,relief.ft.8,-1.4048952325442579,0.23769861773412385,-5.910405562878341,2.665985605443058e-7
North Coast,1,da.sq.mi + relief.ft.8 + precip.in.8,precip.in.8,2.2673724757103653,0.19728837306073946,11.492681705131737,6.864843157466909e-16
